,YBAcm1,YBAcm2,YBAcm3,YBAcm4,YBAcm5,YBAcm6,YBAcm7,YBAcm8,YBAcm9,YBAcm10,YBAcm11,YBAcm12
Timestamp,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest
3/19/2021,149366,151717,168758,164759,101699,69825,45996,18389,1790,908,479,68
3/18/2021,150332,153766,166090,164411,100932,69523,45800,18187,1790,908,479,68
3/17/2021,151639,153003,161638,163441,96609,67524,45853,17630,1890,908,479,68
3/16/2021,152009,151688,161185,163868,97295,67174,46219,17162,1890,908,479,68
3/15/2021,152156,152271,161167,159736,95949,66764,44673,16104,1870,908,479,68
3/12/2021,151954,152704,160297,160450,96664,66279,45075,16014,1870,908,479,87
3/11/2021,103356,153437,151447,158981,159136,94185,65717,45051,15499,1910,908,479
3/10/2021,103356,152672,151790,155822,160131,94039,65845,47616,12693,1901,908,479
3/9/2021,105910,157557,150920,154940,158669,93552,64015,48450,11392,1906,904,479
3/8/2021,110166,156994,146764,155801,157731,94848,63582,49911,9355,1903,904,474
3/5/2021,114260,158050,149044,156541,156151,93263,61529,51603,8193,1883,909,474
3/4/2021,118353,149404,145613,150367,150667,92324,60328,49014,7388,1833,834,433
3/3/2021,125508,145122,143399,147996,144837,85916,60955,47525,7040,1689,849,433
3/2/2021,127106,143762,145662,151311,150297,88809,62196,49222,7201,1689,849,433
3/1/2021,127459,140408,148567,152590,145723,89540,61179,48870,5768,1689,849,433
2/26/2021,132089,136087,149600,165021,150858,92562,61862,49213,5632,1739,899,433
2/25/2021,139321,162952,166714,169654,151467,89718,63508,51475,4403,1949,849,433
2/24/2021,123314,147375,169498,162598,139098,82609,61227,47996,4199,1851,849,433
2/23/2021,121576,149117,170069,163708,141495,85098,61295,49122,4230,1871,849,433
2/22/2021,121728,148502,165022,162323,140241,83793,60846,51557,4270,1872,869,433
2/19/2021,122460,145742,130161,139920,131392,79283,56709,46098,4139,1825,849,433
2/18/2021,122922,144554,133123,132955,132186,76119,55460,45214,3786,1584,648,423
2/17/2021,122533,143948,132201,131763,129813,76014,55629,43392,3100,1190,443,398
2/16/2021,123353,144401,129003,126779,130018,74876,56996,42230,2973,940,234,298
2/15/2021,123710,144272,130717,126942,129966,76311,58243,41458,2882,940,234,298
2/12/2021,123994,144621,127656,126459,128944,74419,58041,39499,2719,940,235,298
2/11/2021,123017,144198,127671,127404,128958,73763,59011,39380,2717,940,235,298
2/10/2021,123510,144958,128121,131480,128517,74305,59728,37282,2749,938,235,256
2/9/2021,124153,145662,128322,130333,126871,74345,58430,37004,2714,908,235,249
2/8/2021,124546,146733,127913,130107,127264,73901,57421,37616,2718,908,235,249
2/5/2021,125059,146636,128022,130618,127772,74637,57407,37066,2712,908,235,249
2/4/2021,126073,145333,128189,131550,129353,68713,57462,36331,2346,541,125,249
2/3/2021,124484,144799,128398,133584,132578,61046,55419,35738,1951,500,125,249
2/2/2021,123616,145962,127271,126651,130712,55730,57487,33706,776,500,125,249
2/1/2021,123881,146491,124726,122876,126852,55689,54261,31605,772,500,125,249
1/29/2021,123840,146696,123870,122768,124873,55268,54616,31169,768,500,125,249
1/28/2021,124323,146704,124580,123668,124928,55276,50777,30998,761,500,125,299
1/27/2021,125140,148830,124895,124040,125168,55877,50357,30867,775,500,125,299
1/26/2021,124907,149312,125216,124042,123829,58045,50471,30480,780,500,125,299
1/25/2021,125170,149437,125379,124054,124573,57808,50510,30480,780,500,125,299
1/22/2021,127188,149887,125809,123835,124575,57751,50763,30925,778,500,125,302
1/21/2021,126805,149715,126211,123789,125864,57645,49996,30655,774,500,125,302
1/20/2021,128459,149665,126737,123838,125707,57330,49149,29400,774,500,125,302
1/19/2021,126792,150036,127025,121892,124659,55957,48204,29393,774,500,125,302
1/18/2021,126735,149855,127537,120185,124209,55458,49010,29036,774,500,125,302
1/15/2021,126800,144264,127686,119324,124243,55441,49049,28378,774,500,125,302
1/14/2021,128254,144976,128120,120099,124750,55365,49061,27893,774,500,125,302
1/13/2021,126395,144635,129811,119164,124805,55436,48975,27741,774,500,125,302
1/12/2021,126672,144461,130046,118730,125341,54911,49144,26636,734,500,125,302
1/11/2021,127319,144345,131300,118884,125162,55045,49229,26272,734,500,125,302
1/8/2021,130457,144624,131413,118386,124789,54698,48737,25903,710,500,125,152
1/7/2021,128283,145172,131735,118059,124535,54827,47814,25697,710,500,125,152
1/6/2021,134318,144702,131420,117375,123125,55201,47914,25436,704,500,135,160
1/5/2021,135637,143672,133221,114989,123086,53843,47189,25386,338,500,139,160
1/4/2021,134900,143772,133491,111975,123716,52241,47247,23842,335,500,139,160
12/31/2020,134835,143521,133236,111213,122912,51839,47214,23623,334,500,139,160
12/30/2020,135232,144109,133832,111027,122749,51786,47179,23607,332,500,139,160
12/29/2020,136205,144385,133105,110791,122222,51655,47160,23612,330,500,139,160
12/24/2020,136933,144874,133834,110125,121946,51728,47781,23742,330,500,139,160
12/23/2020,136965,144861,133182,110480,120450,51891,47647,23472,328,500,139,160
12/22/2020,136896,142805,134867,110777,120310,51173,50347,21347,327,500,139,160
12/21/2020,137647,143006,130814,111118,120760,51094,50568,21904,324,500,139,160
12/18/2020,137962,143393,130822,110524,123835,51399,51549,21790,324,500,139,160
12/17/2020,137950,144297,131224,115043,124615,51880,52976,21190,321,500,139,210
12/16/2020,137802,136265,129077,110108,120933,50475,51324,19629,321,500,189,210
12/15/2020,136873,136226,129406,109651,120975,50276,51584,19325,318,500,247,210
12/14/2020,137843,136812,129303,109228,118958,49990,53505,15778,318,500,248,210
12/11/2020,137450,137712,128489,108308,118984,50991,54324,15906,290,500,248,210
12/10/2020,96039,141401,139779,129259,109644,121018,51476,54810,10443,290,538,248
12/9/2020,96039,143425,140869,128537,111589,121191,51810,53602,6457,290,538,125
12/8/2020,99533,139842,138682,128522,110516,119847,51877,53544,5459,290,538,175
12/7/2020,106683,139681,138704,127862,110319,120610,52691,55083,5319,498,538,185
12/4/2020,110523,140812,139242,127634,108962,120831,52522,54504,4706,498,538,185
12/3/2020,110592,143724,139373,127362,108923,120873,52408,54562,4631,498,538,185
12/2/2020,111238,142633,135688,126829,111929,123129,52413,54057,4635,498,538,185
12/1/2020,112756,144616,135472,128514,110577,122884,55277,54859,4585,498,538,185
11/30/2020,115684,144144,136107,127900,108860,120536,55403,52453,4537,498,538,144
11/27/2020,117594,141659,136214,128381,109144,120502,55166,52625,4537,498,538,194
11/26/2020,118694,143783,137040,128613,110362,120859,56092,52956,4640,498,538,194
11/25/2020,123053,142252,136187,123295,111159,120390,56937,59147,4382,498,538,294
11/24/2020,125006,143267,135236,120336,106812,118340,58681,56291,4392,498,538,294
11/23/2020,125430,142205,136499,119757,105853,116792,58860,55680,4392,498,538,294
11/20/2020,125621,142206,142050,119188,104921,111735,60704,55436,4402,498,538,344
11/19/2020,125865,134492,139078,118014,104305,108910,59790,53632,4402,498,538,344
11/18/2020,126274,136101,137068,119895,103546,104881,54854,51211,4638,502,538,344
11/17/2020,126927,139142,139107,121685,104546,102725,52770,49783,4638,502,538,344
11/16/2020,127717,142147,141389,120264,105748,98685,51495,48805,4638,502,538,344
11/13/2020,127459,142953,141446,119722,102559,97918,52274,47708,4636,502,538,344
11/12/2020,130863,145228,140887,119581,100957,98355,52833,48246,4636,502,538,344
11/11/2020,136338,145570,143393,122446,102156,99633,54626,47781,4636,502,538,344
11/10/2020,134655,147371,147980,121741,96954,101022,52861,41045,4636,502,538,244
11/9/2020,131784,137702,139831,118824,95603,97368,48869,36232,4636,502,538,244
11/6/2020,131869,136831,144260,119266,95056,97247,47535,36035,3779,502,538,155
11/5/2020,131098,136914,144422,119581,93831,96727,45511,36246,3508,508,538,155
11/4/2020,132624,135488,144334,121565,94312,96368,45409,36540,2903,508,538,155
11/3/2020,139323,137507,144478,125119,93916,92226,42970,35204,2562,508,538,155
11/2/2020,131691,133582,139646,122081,90140,90000,42766,34758,2289,509,538,155
10/30/2020,133939,133625,138491,121811,89462,89667,42418,34755,2145,508,538,155
10/29/2020,134013,133874,140272,119966,88138,89003,42547,34369,1893,508,538,155
10/28/2020,134470,133499,140582,119647,91295,89107,40764,34480,1954,508,538,155
10/27/2020,135626,134597,141292,118211,90032,88107,39360,34121,1830,438,538,155
10/26/2020,136293,133510,140672,118173,90418,88510,37756,34803,1891,438,538,155
10/23/2020,136495,134084,140702,118224,91203,87898,38068,35186,1849,408,538,155
10/22/2020,136688,134761,142792,118569,90721,87751,38771,34736,1232,408,538,155
10/21/2020,138091,134253,141542,117727,88451,87486,37344,33631,1059,408,538,155
10/20/2020,138521,132088,140728,118789,88014,88519,36762,33505,1062,280,538,176
10/19/2020,140810,134773,141393,117731,85026,86543,36579,33628,1062,280,538,176
10/16/2020,138533,135377,142391,117607,85842,86792,36969,33965,1062,280,538,176
10/15/2020,138817,138048,143076,119271,84156,87258,36940,34094,1062,280,538,176
10/14/2020,138630,137527,145209,112252,84546,86996,36199,33063,1059,250,538,176
10/13/2020,140437,138676,145517,108538,84895,85964,36087,33778,1153,229,538,176
10/12/2020,138997,141300,145164,106058,83784,86108,36782,34322,1151,229,538,176
10/9/2020,141302,138375,148961,102932,82328,86321,37675,33475,1150,229,538,176
10/8/2020,145275,140204,147963,104703,82474,86644,37997,33583,1150,229,538,176
10/7/2020,145016,138256,145985,102972,81750,86543,36303,34094,1150,229,538,176
10/6/2020,148219,137541,146305,104119,82242,87256,37018,35330,1050,229,538,176
10/5/2020,148191,138011,145187,102754,81343,87128,36873,34612,1135,229,538,176
